emp_id ,full_name,gender,dob,join_date,Department,job_title,manager_id,location,Status,salary,email,phone,employment_type,last_working_day
168, Donna Roberts ,Male,1994-12-18,2012-08-18,Sales,Sales Executive,24,Remote,Active,-1000.0,rebeccadonovan@ruiz.com,024.916.8733,Contract,
169, Kathryn Graham ,Male,1994-03-20,2019-08-14,Sales,HR Manager,17,Remote,Active,-1000.0,rjones@rodriguez-black.info,1279537580,Full-time,
170, Katie Rogers ,Female,1987-09-30,1993-11-17,Sales,Sales Executive,6,Remote,Resigned,-1000.0,,615.210.1714x1798,,2023-02-26
171, Scott Smith ,,1999-07-11,2008-11-02,Operations,,19,Remote,,37384.0,dennismitchell@hotmail.com,110.265.9761,Contract,2024-04-12
172, Steven Thompson ,,1985-04-07,2000-01-10,  Engineering  ,Sales Executive,35,Remote,Terminated,,bennettmichael@mcbride.biz,3732176337,Intern,2004-10-18
173, Erika Johnson ,,1970-06-05,1972-04-27,HR,Operations Lead,26,Hyderabad,Resigned,116386.0,gregory66@logan.com,001-611-645-2084,Intern,2001-01-06
174, Caitlin Haley ,Male,1969-09-22,1981-01-20,Operations,,16,Remote,,,dgregory@wiley.info,+1-276-153-7089,Full-time,1981-10-07
175, Carlos Brown ,Male,1969-09-15,1987-02-22,Operations,,11,Chennai,Terminated,,mariah70@decker-abbott.com,(871)897-0443,Intern,2023-08-08
176, Bethany Hammond ,Male,2001-05-29,2008-10-26,sales,HR Manager,44,Remote,Active,-1000.0,emckay@yahoo.com,614-977-4743,,
177, Amanda Hayes ,Male,2001-08-06,2011-12-16,HR,HR Manager,19, ,,,annemalone@farmer.com,398-478-6652x2625,Contract,2024-01-29
178, Kathleen Moses ,Male,1966-01-08,1986-06-27,HR,,12,Remote,Terminated,-1000.0,jennifer55@hotmail.com,(332)469-4128x9776,,2021-06-30
179, Alan Allison ,Female,2003-03-17,2009-10-24,Sales,Operations Lead,42,Bangalore,Active,,davismaria@oneill.com,909.919.3992x306,,
180, Jordan Medina ,,1977-05-08,2013-03-28,Finance,Software Engineer,17,Hyderabad,Resigned,,scottmills@hoffman-baker.com,192.958.8833x49502,Contract,2022-08-03
181, Marilyn Davis ,Female,1990-08-06,2015-08-15,Sales,HR Manager,29,Remote,Terminated,78354.0,ngarner@yahoo.com,001-126-106-5925x428,,2023-04-28
182, Jonathan Castillo ,,1987-06-02,2003-01-19,Engineering,Operations Lead,30, ,Resigned,-1000.0,morsekathy@cain-ellison.com,(926)008-5817,Full-time,2008-06-25
183, Gary Johnson ,,2002-12-10,2022-07-19,HR,Finance Analyst,20,Bangalore,Active,-1000.0,gary15@yahoo.com,(898)972-5199x4258,Contract,
184, Greg Bishop ,Female,1993-12-29,2022-11-13,  Engineering  ,Software Engineer,27,Bangalore,Active,-1000.0,umorales@gmail.com,001-345-335-7416x188,,
185, Jessica Maldonado ,Male,1997-04-19,2015-09-08,Engineering,,7,Chennai,,45991.0,angie17@yahoo.com,(398)708-7145,Full-time,2015-11-21
186, Lisa Mcknight ,Male,2001-09-12,2004-01-08,sales,Finance Analyst,46,Hyderabad,Terminated,-1000.0,jensenrobert@wong.com,(928)853-0700,Full-time,2009-03-22
187, Nicole Swanson ,Male,2000-08-19,2001-02-28,Operations,Sales Executive,25,Remote,Resigned,32059.0,mistydavis@smith.com,821.794.8520,Full-time,2008-01-17
188, Leah Hudson PhD ,Female,1994-05-23,1999-02-08,  Engineering  ,Sales Executive,33,Chennai,Resigned,-1000.0,fmorgan@martin.com,4401638640,,2013-02-20
189, Brenda Lopez ,Male,2002-06-29,2012-11-02,sales,,42,Bangalore,Resigned,128047.0,haleyterry@gmail.com,851-045-7613,Full-time,2024-11-29
190, Sarah King ,Male,1980-02-04,2012-03-02,Operations,HR Manager,7,Bangalore,,,cbennett@kaiser.com,517.758.6533x167,Intern,2012-03-07
191, David Baldwin ,,1994-05-12,2014-07-24,Engineering,HR Manager,8,Bangalore,Terminated,,gabrielross@smith.com,+1-708-029-5615x7812,,2022-08-26
192, Megan Le ,Male,1988-03-08,2019-08-04,Sales,Software Engineer,13,Hyderabad,,-1000.0,kcross@hotmail.com,182-891-8912,Intern,2020-06-15
193, Ashley Harding ,Male,1994-03-16,1994-12-26,Engineering,Finance Analyst,39,Remote,Resigned,-1000.0,jacquelinecook@stanton-riggs.com,001-407-057-4224,Contract,2017-09-22
194, Brandy Robertson ,Female,1993-01-24,2001-03-20,Engineering,Operations Lead,33, ,Active,,xkemp@hotmail.com,383-883-0830,,
195, Lori Williams ,Female,1966-09-23,1984-06-07,Sales,Finance Analyst,30,Hyderabad,,89343.0,nicole56@hotmail.com,(506)828-4278x949,Full-time,1999-04-15
196, Nathan Moore ,Female,1970-01-14,2011-08-30,  Engineering  ,Finance Analyst,8,Bangalore,Active,,laura44@chung.com,+1-846-799-0005x0151,,
197, Courtney Jackson ,,1995-01-11,2012-05-18,HR,Sales Executive,1,Chennai,Terminated,-1000.0,cfarley@johnson.com,+1-381-658-8598x99136,Contract,2022-07-12
198, Lee Murphy ,,1982-06-22,1996-07-02,Operations,,45,Chennai,,-1000.0,zroberts@hotmail.com,(278)812-4536,Contract,2017-05-17
199, Laura Boone ,Male,1983-01-06,2013-05-11,  Engineering  ,,24,Chennai,,,brodgers@yahoo.com,293.553.4450x9708,Intern,2022-01-02
200, Olivia Hunter ,Male,1965-03-01,1992-12-30,Sales,,33,Hyderabad,Terminated,-1000.0,patriciaashley@yahoo.com,647-562-7337,,2009-10-01
200, Olivia Hunter ,Male,1965-03-01,1992-12-30,Sales,,33,Hyderabad,Terminated,-1000.0,patriciaashley@yahoo.com,647-562-7337,,2009-10-01
201, Ryan Warren ,Male,1977-08-29,1996-01-23,Finance,Software Engineer,27, ,Active,-1000.0,john78@guzman-patel.com,0447443372,Contract,
202, Mrs. Kimberly Thomas ,Male,1970-11-06,1975-11-21,Operations,Operations Lead,14,Remote,Resigned,,mary19@hotmail.com,444.471.0609x6810,Intern,1983-04-27
203, Susan Alexander ,Male,1969-02-18,1969-08-04,Finance,Finance Analyst,5,Remote,Active,114070.0,ycooper@hotmail.com,001-840-737-4012x867,,
204, Jeff Carter ,Male,1984-02-20,1997-09-01,Engineering,Finance Analyst,26,Remote,Terminated,37630.0,gregedwards@gmail.com,(916)937-6662x853,,2008-10-13
205, Katherine Bailey ,Male,1966-01-01,1970-01-01,Sales,HR Manager,13,Hyderabad,,43146.0,gonzalezmikayla@yahoo.com,3000727243,,1986-10-10
206, Amanda York ,Male,1965-01-03,1984-06-04,Operations,Finance Analyst,41, ,Terminated,-1000.0,,+1-332-638-7692x42007,Intern,1993-04-15
207, Megan Mendoza ,Female,1974-03-29,1991-09-30,Operations,,4,Remote,,32436.0,zmcclure@gmail.com,902-843-2591,Intern,2007-03-14
208, Alexander Ward ,Male,1993-10-06,2023-08-08,HR,Software Engineer,50,Hyderabad,,-1000.0,kolsen@gmail.com,(535)581-3817x65328,Full-time,2024-10-05
209, Brandon Mcbride ,,2003-01-19,2005-01-11,sales,Sales Executive,20, ,Resigned,,katherinehuber@gmail.com,430-099-0950x35752,,2009-06-11
210, Rachel Jones ,Female,1991-05-10,2017-03-28,sales,,25,Hyderabad,,,william27@gmail.com,001-504-886-8496x5831,Full-time,2025-01-10
211, John Anderson ,Female,1977-09-11,2007-03-21,Sales,,43,Hyderabad,Terminated,-1000.0,moorearthur@gmail.com,(441)859-4947,Contract,2010-01-13
212, Laurie Herrera ,Female,1969-10-03,1992-09-06,Sales,HR Manager,13,Remote,Active,-1000.0,galvarez@owens.biz,031-300-8577x9376,Intern,
213, Thomas Carter ,,1985-05-10,2015-11-05,Finance,Operations Lead,27,Remote,Active,-1000.0,darrell54@yahoo.com,081.217.6616,Contract,
214, Erika Thomas ,Female,1971-04-07,2016-10-23,  Engineering  ,Operations Lead,50,Hyderabad,Terminated,,drice@yahoo.com,001-378-810-2581x9178,,2019-02-09
215, Katherine Waters ,Male,1998-02-22,2013-05-22,HR,,44,Remote,,120492.0,arellanoamber@gmail.com,169.293.1756,Full-time,2025-01-15
216, Chad Russo ,Male,85-07-21,2001/11/29,Operations,Operations Lead,14, ,Active,123909.0,james55@yahoo.com,140.763.1881,Contract,
217, Jacob Obrien ,,1978-10-11,2008-02-25,HR,Sales Executive,43,Bangalore,Resigned,-1000.0,,686.328.3481x68123,,2023-03-06
218, Kari Moody ,,1978-05-30,2013-03-05,sales,Sales Executive,50,Chennai,Active,-1000.0,ralph79@hotmail.com,(589)961-0419x9546,Contract,
219, Elizabeth Contreras ,Male,1971-07-22,2019-06-16,Finance,Software Engineer,32,Chennai,Active,53414.0,zgonzalez@gmail.com,001-594-529-2877,Full-time,
220, Francisco Walker ,Male,2003-03-05,2017-12-02,HR,,1,Bangalore,,96392.0,michellepatel@preston.com,(483)546-8258x161,Contract,2018-12-10
221, William Thompson ,,1968-02-21,2017-12-01,Operations,Software Engineer,42,Hyderabad,Terminated,52675.0,melanieruiz@lucas.com,518.806.4699,Intern,2024-03-29
222, Devin Potter ,,,1999-08-24,Finance,Sales Executive,36, ,Active,,reidjames@gmail.com,482.696.3826,Full-time,
223, Victoria Reyes ,Male,1975-12-05,2004-12-24,Engineering,Software Engineer,16,Chennai,Resigned,-1000.0,steven75@fletcher.com,474.105.2479x6286,Intern,2020-05-17
224, Trevor White ,Male,1977-02-19,1993-12-24,Engineering,HR Manager,16, ,Resigned,-1000.0,brenda93@martin.info,375-669-5033,Full-time,1994-08-06
225, Toni Johnson ,,1994-04-11,2020-05-20,Engineering,HR Manager,11, ,Active,-1000.0,goodmanjustin@davis.com,001-509-391-0027,Full-time,
226, Kathleen Dixon ,,1991-10-20,2020-08-03,sales,HR Manager,26,Chennai,Active,-1000.0,nancyjones@yahoo.com,223-395-5122,Intern,
227, Gabrielle Garcia ,Male,1987-09-11,2004-11-14,HR,HR Manager,18,Chennai,Terminated,85286.0,patriciadavis@jones.biz,(661)385-7009x8275,,2006-12-13
228, Jessica Allen ,,1976-05-08,2013-07-06,Sales,Sales Executive,48,Remote,,-1000.0,,+1-636-928-4051x358,Intern,2013-08-01
229, Latoya Coleman ,,1983-12-08,2006-05-08,Sales,,18,Chennai,Terminated,,qzhang@white-williams.com,130-037-5621x36770,Contract,2011-07-03
230, Kara Thompson ,Female,1968-03-22,1995-03-28,Operations,,16,Remote,Resigned,-1000.0,harrisamy@hotmail.com,(013)511-3175,Full-time,2008-05-29
231, Jennifer Arnold ,Female,1979-10-28,1994-05-22,  Engineering  ,Software Engineer,16, ,Terminated,-1000.0,lindavega@villanueva.com,001-659-122-0913x1385,Intern,2016-11-22
232, Danielle Bean ,Female,1982-03-02,2023-11-29,sales,Software Engineer,6,Hyderabad,Terminated,-1000.0,bryantkristina@hotmail.com,(747)149-2911,Intern,2024-09-24
233, Jordan Juarez ,,1978-07-14,1993-03-19,Operations,HR Manager,8, ,Terminated,32753.0,,215.577.7652x3303,Full-time,2009-10-08
234, Andrew Smith ,Female,1975-10-18,1982-07-05,Operations,Sales Executive,25,Chennai,Terminated,,ypayne@banks.com,(895)539-1117,Full-time,1988-05-21
235, Paul Zimmerman ,Female,1967-02-02,1981-07-03,HR,Sales Executive,13, ,Terminated,109879.0,vincentdavis@yahoo.com,001-280-674-1470,,2012-05-22
236, Tammy Allen ,Female,2001-12-31,2024-10-07,Sales,,9, ,,126060.0,wmccormick@scott-stephens.info,481.229.0768x668,Full-time,2024-10-14
237, Natalie Myers ,Female,1999-11-04,2018-12-06,  Engineering  ,,46, ,Terminated,,rickybrooks@cole.com,796.732.1175,Intern,2021-05-17
238, Steven Williams ,,1979-09-24,2021-10-06,Engineering,Operations Lead,11,Remote,Active,36682.0,mwilliams@johnson.info,254-646-5459,Intern,
239, Kelly Sanchez ,Female,1991-04-28,2024-04-22,Operations,Sales Executive,21, ,,-1000.0,pacosta@george.info,+1-235-317-9861x34433,Full-time,2025-01-22
240, Brad Patel ,Male,1988-05-09,2023-12-07,Finance,HR Manager,21,Hyderabad,,120313.0,crystal99@boyd.org,(628)317-1213x2836,,2024-02-23
241, Tracy Brown ,Male,1980-04-22,2007-03-25,  Engineering  ,Finance Analyst,35,Chennai,Resigned,,jessica87@yahoo.com,059-353-2991,Contract,2016-10-01
242, Kelly Brown ,Male,2002-08-01,2012-10-03,Engineering,HR Manager,6,Remote,,-1000.0,josephking@wong.biz,+1-660-828-3401x271,Contract,2019-03-07
243, Troy Green ,Male,1972-06-28,1989-11-26,Operations,Sales Executive,47, ,Active,-1000.0,montgomeryjames@mosley.com,299-192-1212,Intern,
244, Sherry Torres ,,1978-04-16,1985-09-17,Finance,Operations Lead,42, ,Terminated,81575.0,richardrichards@yahoo.com,846.991.0258x09828,Full-time,2005-02-25
245, Linda Schmidt ,,1980-10-22,1988-01-03,Sales,HR Manager,45,Chennai,Resigned,60089.0,desireecox@mccoy.biz,682.454.6212,,1988-04-10
246, Jessica Velez ,Male,1980-09-21,1997-11-04,Finance,HR Manager,36,Chennai,Resigned,-1000.0,philippugh@clay-espinoza.com,(475)068-9951,Intern,2023-11-22
247, Lindsay Diaz ,Female,1974-02-16,2015-12-26,Sales,Finance Analyst,1,Bangalore,Active,-1000.0,,+1-138-140-3177x140,Intern,
248, Greg Russell ,Female,1988-10-11,2004-05-01,sales,,17,Chennai,,51118.0,lopezchristopher@gmail.com,+1-871-503-6712,,2006-12-09
249, Danny Ramsey ,Female,1983-10-01,2007-07-02,sales,Software Engineer,6,Bangalore,Terminated,93826.0,tblake@thompson.biz,476.455.8656,Full-time,2023-10-25
250, Kimberly Munoz ,,1999-08-24,2021-12-16,  Engineering  ,Operations Lead,38,Remote,,-1000.0,jvalencia@allen.com,(736)061-5142x16576,Full-time,2022-09-13
251, Patricia Gutierrez ,Male,1966-07-03,1983-07-16,  Engineering  ,Finance Analyst,23,Chennai,Active,,thart@hotmail.com,(412)641-3762x2137,Contract,
252, Sandra Morgan ,,1966-08-20,2002-11-28,  Engineering  ,Operations Lead,22,Bangalore,Resigned,,jenniferjohnson@gmail.com,(142)175-5525x770,,2025-01-20
253, Billy Williams ,Female,1992-06-30,2018-07-01,  Engineering  ,HR Manager,15,Bangalore,,82500.0,jonesjennifer@hotmail.com,+1-161-432-4693x68861,,2018-11-09
254, Sydney Bean ,Male,1986-04-25,1989-09-15,  Engineering  ,Sales Executive,13,Remote,,105377.0,karenhiggins@jones.biz,163-577-1429,,1993-10-13
255, Jay Diaz ,Female,1967-03-30,2007-12-21,HR,Sales Executive,46,Hyderabad,Resigned,,vmeyer@davenport.com,+1-140-449-0235x70636,Full-time,2010-02-27
256, Ethan Chavez ,,1992-10-18,2002-03-03,HR,Operations Lead,11, ,Resigned,-1000.0,umiller@wright-mclaughlin.com,898-260-7249x05686,Full-time,2016-05-14
257, Bernard Tran ,,1978-04-06,1998-03-23,HR,Software Engineer,12, ,Active,103473.0,craigsnow@hotmail.com,3845064680,,
258, Robert Campbell ,,1972-11-01,2010-12-13,  Engineering  ,Finance Analyst,3,Hyderabad,Resigned,97007.0,emily92@hotmail.com,001-376-551-0975x36171,Full-time,2016-09-26
259, Kristen Kelley ,Female,1965-10-19,2011-05-07,Sales,Sales Executive,24, ,Terminated,108279.0,christinebenton@hotmail.com,(711)107-7014,Full-time,2019-08-02
260, Jacqueline Brown ,,1970-01-09,1992-01-05,sales,HR Manager,26, ,Terminated,,ryan92@harris.com,220.411.0496,Contract,2009-03-17
261, Theresa Hernandez ,,1988-08-28,1991-02-15,  Engineering  ,HR Manager,16,Chennai,Active,-1000.0,tholden@gmail.com,+1-473-588-4015x0962,Intern,
262, Karen Ray ,Male,1965-06-01,2004-04-18,Finance,Operations Lead,4, ,,,anthony65@taylor-smith.com,+1-434-807-9092x545,Contract,2014-01-08
263, Carol Lin ,Male,1974-01-26,2022-07-24,sales,Software Engineer,4,Hyderabad,Terminated,114034.0,wagnergeoffrey@gmail.com,(018)780-8802,Full-time,2023-09-12
264, Robert Johnson ,Female,1979-09-05,1980-12-18,Operations,Software Engineer,43,Hyderabad,Terminated,112930.0,hboyd@gmail.com,(581)884-1889x128,,1981-12-24
265, Lisa Grant ,,1999-10-30,2007-09-18,Engineering,HR Manager,28,Hyderabad,,,duartemolly@brown.net,3041776796,,2019-01-08
266, John Patterson ,,1993-08-30,2024-05-28,Engineering,Operations Lead,32,Chennai,Active,-1000.0,lisa28@hotmail.com,934.135.0030,Intern,
267, Katie Flores ,Male,1970-02-05,2003-10-21,Operations,Finance Analyst,31, ,,-1000.0,tjackson@smith-quinn.com,130.281.0163,Contract,2012-02-29
268, Robert Rodriguez ,Female,1966-08-15,2005-06-20,Finance,Sales Executive,33,Remote,Resigned,138871.0,haleydenise@gmail.com,593-821-2867x554,,2014-05-06
269, Teresa Bryant ,,1983-09-12,1988-08-12,Finance,HR Manager,19,Hyderabad,Terminated,-1000.0,tina52@hotmail.com,122.260.1569x208,Full-time,2005-03-27
270, Ruth Chan ,Male,1984-04-20,2022-05-26,Sales,Software Engineer,36,Chennai,,,jordanpatricia@ritter-carter.com,(835)056-2470,,2022-08-30
271, David Owens ,Male,1970-09-24,2007-06-17,  Engineering  ,Sales Executive,49,Hyderabad,Resigned,-1000.0,sarahjones@martin.com,615-229-6108,Intern,2020-11-21
272, Samuel Miller ,,1984-12-10,1992-03-05,sales,Finance Analyst,31,Bangalore,Active,,fgarcia@donaldson-spencer.org,087-507-1289,Full-time,
273, Joshua Oneill ,Male,1966-12-30,1987-11-28,Operations,HR Manager,43,Hyderabad,Terminated,-1000.0,,001-880-075-6660x06016,Intern,2018-11-04
274, Daniel Nelson ,Male,1977-06-03,1994-08-01,sales,,33,Bangalore,Terminated,,weeksdarren@thompson-lopez.com,3657932761,,2021-11-05
275, Nichole Jordan ,Male,1991-07-27,1999-07-08,Operations,Operations Lead,43,Remote,,,ndavis@goodman-nelson.com,457.825.5903x698,Intern,2023-06-21
276, John Morales ,Female,2001-12-27,2018-11-20,  Engineering  ,Sales Executive,11,Bangalore,Terminated,-1000.0,wcohen@scott-turner.com,(047)451-6388,Contract,2022-09-14
277, Michele Graham ,,1986-03-12,2010-02-18,Finance,,39,Bangalore,Active,,huertajack@king.biz,(768)107-1597,Contract,
278, Michael Garza ,Female,1978-07-05,1982-05-27,Sales,,12,Remote,Terminated,139099.0,,001-292-623-3596x145,Full-time,2023-09-17
279, Evan Webb ,Female,1997-11-13,2007-03-11,Operations,Software Engineer,3, ,,128966.0,pattersonmichelle@gmail.com,001-464-305-0029x002,Full-time,2012-12-16
280, Brianna Wiley ,,1974-12-10,2018-11-19,Sales,Finance Analyst,30, ,Active,128369.0,steveflores@gmail.com,073.357.4764,Contract,
281, Christopher Bray ,Male,1989-11-19,1995-01-02,HR,Sales Executive,21, ,Active,,tracyjohnson@yahoo.com,060.095.4385,Full-time,
282, Carrie Hill ,Female,1986-05-16,1998-11-10,Engineering,Finance Analyst,40,Chennai,Resigned,-1000.0,robertdavid@yahoo.com,(651)643-9587x2191,,2003-12-03
283, Chelsea Wolfe ,,1987-03-01,2008-07-02,HR,,5,Hyderabad,,,kathleen48@hotmail.com,001-535-271-4298,Contract,2013-09-01
284, Nicole Hines ,,1974-06-02,1986-09-15,  Engineering  ,,17, ,Resigned,90866.0,cbriggs@lane.org,2990228447,Intern,2005-12-24
285, Cathy Alexander ,Female,1965-07-14,1976-06-30,  Engineering  ,Operations Lead,32,Bangalore,Active,-1000.0,kelsey53@dixon.org,+1-493-101-1604x9384,Intern,
286, Sandra Rodriguez ,,1994-08-20,2022-07-31,Finance,HR Manager,9,Hyderabad,Active,-1000.0,daniellebradford@hotmail.com,(307)033-6326,Full-time,
287, Carrie Pace ,Male,1990-11-30,2019-03-11,Engineering,Operations Lead,11,Hyderabad,Terminated,,sdavies@yahoo.com,001-966-175-9420x472,Intern,2023-11-26
288, Elijah Bennett ,Male,1971-07-19,2010-08-02,HR,,10,Remote,Terminated,,stephencrawford@hotmail.com,845.322.0017x9535,Full-time,2018-08-22
289, Kenneth Wood ,,1978-09-10,2003-12-11,Sales,Software Engineer,35,Chennai,Terminated,,brandon23@gmail.com,+1-246-212-7840x7044,Full-time,2011-10-05
290, Danny Harris ,Male,1972-02-07,1992-08-03,Finance,Sales Executive,32, ,Active,,ygonzalez@adams.com,(493)930-2301x39002,Full-time,
291, Roger Key ,Male,1979-04-07,2018-01-25,Sales,,42,Remote,,,mcintoshraymond@yahoo.com,545-710-6607,Contract,2024-04-26
292, Gordon Moore ,,1983-01-13,2010-01-19,  Engineering  ,Sales Executive,28,Bangalore,Active,-1000.0,zcain@gmail.com,+1-690-076-2093x252,Full-time,
293, Marie Silva ,,1969-08-01,1973-12-09,Finance,Sales Executive,30,Bangalore,Resigned,71373.0,graymark@chen.com,(899)019-2298x766,,2002-02-03
294, Alexander Wilson ,Male,1988-02-25,1990-06-01,HR,Software Engineer,17,Bangalore,Terminated,30381.0,michaeldavis@gmail.com,001-663-703-1047,Intern,1991-01-21
295, Rodney Palmer ,,1972-03-15,2012-07-13,  Engineering  ,,4,Remote,Terminated,107132.0,gdavis@morrison.com,578.884.2501x1610,Intern,2014-08-13
296, Kevin Aguilar ,,1964-04-24,1998-09-13,Engineering,,24, ,Active,-1000.0,lauraschmitt@yahoo.com,(764)909-2662x451,Full-time,
297, Kenneth Ballard ,Female,1974-03-03,1989-04-20,Sales,Software Engineer,32,Chennai,Active,79157.0,paul52@yahoo.com,+1-184-806-4490x148,Intern,
298, Veronica Ramirez ,Female,1995-09-10,2022-09-26,HR,Finance Analyst,32, ,Terminated,-1000.0,parkerchristopher@green.com,+1-852-754-6994x4929,Contract,2023-08-10
299, Kevin Lopez ,Male,1975-04-08,1985-09-27,Operations,Finance Analyst,32,Remote,Active,,kbarker@campbell.info,(992)105-6193,Intern,
300, Karen Cortez ,Male,2003-02-22,2005-11-16,sales,HR Manager,18,Bangalore,Resigned,92601.0,briannamedinahotmail.com,656.415.5571x43835,Intern,2007-10-20
300, Karen Cortez ,Male,2003-02-22,2005-11-16,sales,HR Manager,18,Bangalore,Resigned,92601.0,briannamedinahotmail.com,656.415.5571x43835,Intern,2007-10-20
301, Steven Escobar ,Male,1998-07-30,2008-02-06,  Engineering  ,,24,Remote,Resigned,47590.0,beasleyleah@lloyd.com,+1-631-826-7921x999,Full-time,2022-05-17
302, Lori Parker ,Male,1997-02-22,1997-06-18,Sales,HR Manager,37, ,,149685.0,williamsgeorge@mitchell.com,+1-484-522-1479x686,Intern,2009-12-02
303, Kenneth Rasmussen ,Female,1964-05-20,2014-03-06,Operations,Operations Lead,45,Remote,,112850.0,,001-314-056-0300,Full-time,2018 May 15
304, Austin Robinson ,Female,1992-09-20,2011-07-23,Engineering,Operations Lead,22,Hyderabad,,-1000.0,scott10@rivera.org,+1-943-211-3674x5921,Intern,2020-04-14
305, Joseph Richards ,Male,1972-09-28,2013-09-12,sales,Operations Lead,4,Chennai,,34078.0,bryan50@gmail.com,001-550-596-2406,,2015-04-26
306, Ryan Olson ,Female,1966-04-19,2012-01-10,HR,HR Manager,46,Bangalore,Resigned,102057.0,kgarcia@thompson-ramos.com,103.211.4600,,2014-12-16
307, Benjamin Dyer ,,1975-07-29,2002-10-18,Engineering,Sales Executive,26,Chennai,Terminated,-1000.0,peter36@hotmail.com,+1-535-444-5862,,2009-02-27
308, Jeffrey Hubbard ,Female,1986-08-10,2024-10-22,Sales,Operations Lead,46,Bangalore,Active,74390.0,johnmyers@simpson-baxter.org,(931)911-0600,Intern,
309, Tiffany Shannon ,,1973-12-27,2002-03-28,Finance,Software Engineer,25,Bangalore,,,jimmylee@keith-smith.biz,4994038777,,2007-12-23
310, Miss Erica Smith ,Female,1981-07-07,1998-05-15,HR,Operations Lead,37,Bangalore,,41941.0,allen41@hotmail.com,182.539.1881x2714,Intern,2009-01-17
311, Katherine Tanner ,Male,1984-04-16,2008-02-21,Sales,Sales Executive,23,Bangalore,,58071.0,,001-324-117-4005x33975,,2020-08-01
312, Roger Bender ,Female,1979-05-13,2000-03-01,Finance,,30,Bangalore,,-1000.0,lopezjohn@watkins.com,001-458-496-6332x99418,,2002-07-12
313, Stephanie Lara ,Female,1978-07-02,1986-07-13,HR,Sales Executive,7,Hyderabad,Resigned,-1000.0,higginsteresa@gmail.com,+1-280-566-3963x7356,,2017-07-10
314, Michael Thomas ,Female,1966-10-19,1972-05-28,Sales,HR Manager,3,Chennai,,,klewis@yahoo.com,(222)043-9687,Intern,2009-03-23
315, Juan Anderson ,Male,1994-11-20,2016-01-31,sales,Sales Executive,15,Hyderabad,Resigned,-1000.0,lisa70@garcia-dawson.net,+1-780-495-1563x3636,Full-time,2023-07-09
316, Michael Powell ,Male,1970-11-03,2012-10-28,Finance,Sales Executive,13,Remote,Terminated,,martinwendy@yahoo.com,954-381-6992,,2019-08-07
317, Joshua Smith ,Female,1990-04-04,2003-03-11,Sales,Software Engineer,46,Hyderabad,Terminated,65009.0,ericperry@moss.net,240.774.2491x91829,Full-time,2023-07-06
318, Christina Sheppard ,Male,1983-02-15,1987-05-31,Finance,Sales Executive,23,Hyderabad,Active,137656.0,deborahrichards@harding.info,001-319-690-3545,,
319, Jason Perez ,,1995-08-27,2004-09-26,Engineering,Operations Lead,22,Chennai,,,caleb85@miller-james.com,5626242072,Contract,2008-10-22
320, Meghan Briggs ,Male,1964-04-14,1979-03-15,Engineering,HR Manager,35,Hyderabad,Terminated,36539.0,jesuscampbell@hodges-sawyer.com,001-027-175-3296x446,Intern,1988-12-04
321, Kenneth Williams ,,1977-07-21,1978-08-09,  Engineering  ,Software Engineer,32,Hyderabad,Active,,christinagonzalez@gmail.com,501.791.3167,Intern,
322, Mark Martin ,Female,1971-09-05,1991-04-20,Finance,HR Manager,44,Bangalore,Active,,mrichard@stone.com,+1-670-554-8420x563,Contract,
323, Terry Wagner ,,1995-08-10,2010-03-16,HR,Sales Executive,10,Remote,,,nathanbell@taylor.net,1851273680,,2017-10-20
324, Andrea Hall ,Male,1975-11-27,1991-11-27,Engineering,Software Engineer,50, ,,68132.0,hahnrobert@harris.com,5963062681,Intern,1994-05-29
325, Thomas Graham ,,2002-01-12,2021-03-02,sales,Sales Executive,27,Remote,Active,-1000.0,tylerfreeman@hotmail.com,+1-091-499-9637x802,,
326, David Hernandez ,Male,1975-01-11,1989-03-10,sales,Operations Lead,42,Chennai,,-1000.0,vbass@hotmail.com,651-361-4661x01854,,1994-01-24
327, Barbara Bird ,Female,1979-08-20,1991-05-08,Engineering,,43,Bangalore,Terminated,-1000.0,mwood@anderson-mitchell.org,(561)942-3893x912,Full-time,2011-03-23
328, Rachel Johnson ,Female,1980-05-25,2007-02-15,Sales,Finance Analyst,8,Bangalore,Active,,wanderson@miller.net,001-606-755-6445,Intern,
329, Douglas Colon ,Male,1996-06-26,2023-12-13,HR,,32,Hyderabad,Resigned,,gordondavid@yahoo.com,653-204-1909x653,Intern,2024-08-12
330, Melanie Lopez ,Male,1998-02-03,2023-10-27,  Engineering  ,Sales Executive,26,Chennai,Resigned,-1000.0,amandadunn@hotmail.com,+1-562-634-5060x5876,Contract,2025-03-25
331, Amanda Valenzuela ,Female,1971-06-11,2017-04-14,sales,Software Engineer,13,Remote,Terminated,-1000.0,martinezedward@johnston.com,189-951-7697,Intern,2019-07-23
332, Robert Bryant ,Male,1970-12-08,2009-03-20,Finance,HR Manager,45,Chennai,Resigned,74075.0,tchase@gmail.com,(313)593-8428,Intern,2010-12-04
333, Amy Calderon ,Male,1974-05-11,2021-02-19,Sales,Finance Analyst,13,Remote,Terminated,,christopherramirez@simpson-griffin.com,(387)502-1224x8561,Full-time,2023-09-18
334, Teresa Smith ,Female,2000-06-01,2019-03-16,HR,HR Manager,14,Hyderabad,Active,,xroberts@mendez.info,428-603-5922,Full-time,
