emp_id,full_name,gender,dob,join_date,department,job_title,manager_id,location,status,employment_type,salary,email,phone,last_working_day
163,Jennifer Hanson,Female,1968-12-23,1995-05-31,Operations,Unknown,1,Bangalore,Terminated,Contract,80820.75,taylor59@yahoo.com,598-982-8603,1998-01-16
164,Mark Medina,Male,1987-06-28,2013-05-02,Sales,Operations Lead,21,Remote,Abscond,Intern,81690.26,crystal55@hotmail.com,920-126-7315,2019-01-16
165,David Ball,Female,1985-10-15,2022-05-26,Operations,Sales Executive,36,Remote,Resigned,Intern,81318.86,patricia94@gmail.com,029-621-9748,2023-01-19
166,Matthew Lee,Female,1969-04-12,1972-05-23,Sales,Hr Manager,45,Bangalore,Resigned,Contract,96422.61,katherine52@gmail.com,588-300-9505,2009-01-10
167,John Cox,Female,1970-09-19,2024-03-07,Operations,Sales Executive,24,Unknown,Active,Unknown,81318.86,perezshannon@smith.com,337-575-5005,
168,Donna Roberts,Male,1994-12-18,2012-08-18,Sales,Sales Executive,24,Remote,Active,Contract,95811.82,rebeccadonovan@ruiz.com,024-916-8733,
169,Kathryn Graham,Male,1994-03-20,2019-08-14,Sales,Hr Manager,17,Remote,Active,Full-time,96422.61,rjones@rodriguez-black.info,127-953-7580,
170,Katie Rogers,Female,1987-09-30,1993-11-17,Sales,Sales Executive,6,Remote,Resigned,Unknown,95811.82,Unknown,615-210-1714,2023-01-26
171,Scott Smith,Unknown,1999-07-11,2008-11-02,Operations,Unknown,19,Remote,Abscond,Contract,37384.0,dennismitchell@hotmail.com,110-265-9761,2024-01-12
172,Steven Thompson,Unknown,1985-04-07,2000-01-10,Engineering,Sales Executive,35,Remote,Terminated,Intern,89530.07,bennettmichael@mcbride.biz,373-217-6337,2004-01-18
173,Erika Johnson,Unknown,1970-06-05,1972-04-27,Human Resource,Operations Lead,26,Hyderabad,Resigned,Intern,116386.0,gregory66@logan.com,611-645-2084,2001-01-06
174,Caitlin Haley,Male,1969-09-22,1981-01-20,Operations,Unknown,16,Remote,Abscond,Full-time,80820.75,dgregory@wiley.info,276-153-7089,1981-01-07
175,Carlos Brown,Male,1969-09-15,1987-02-22,Operations,Unknown,11,Chennai,Terminated,Intern,80820.75,mariah70@decker-abbott.com,871-897-0443,2023-01-08
176,Bethany Hammond,Male,2001-05-29,2008-10-26,Sales,Hr Manager,44,Remote,Active,Unknown,96422.61,emckay@yahoo.com,614-977-4743,
177,Amanda Hayes,Male,2001-08-06,2011-12-16,Human Resource,Hr Manager,19,Unknown,Abscond,Contract,79067.0,annemalone@farmer.com,398-478-6652,2024-01-29
178,Kathleen Moses,Male,1966-01-08,1986-06-27,Human Resource,Unknown,12,Remote,Terminated,Unknown,90928.6,jennifer55@hotmail.com,332-469-4128,2021-01-30
179,Alan Allison,Female,2003-03-17,2009-10-24,Sales,Operations Lead,42,Bangalore,Active,Unknown,81690.26,davismaria@oneill.com,909-919-3992,
180,Jordan Medina,Unknown,1977-05-08,2013-03-28,Finance,Software Engineer,17,Hyderabad,Resigned,Contract,72015.4,scottmills@hoffman-baker.com,192-958-8833,2022-01-03
181,Marilyn Davis,Female,1990-08-06,2015-08-15,Sales,Hr Manager,29,Remote,Terminated,Unknown,78354.0,ngarner@yahoo.com,126-106-5925,2023-01-28
182,Jonathan Castillo,Unknown,1987-06-02,2003-01-19,Engineering,Operations Lead,30,Unknown,Resigned,Full-time,69455.75,morsekathy@cain-ellison.com,926-008-5817,2008-01-25
183,Gary Johnson,Unknown,2002-12-10,2022-07-19,Human Resource,Finance Analyst,20,Bangalore,Active,Contract,93426.0,gary15@yahoo.com,898-972-5199,
184,Greg Bishop,Female,1993-12-29,2022-11-13,Engineering,Software Engineer,27,Bangalore,Active,Unknown,97408.24,umorales@gmail.com,345-335-7416,
185,Jessica Maldonado,Male,1997-04-19,2015-09-08,Engineering,Unknown,7,Chennai,Abscond,Full-time,45991.0,angie17@yahoo.com,398-708-7145,2015-01-21
186,Lisa Mcknight,Male,2001-09-12,2004-01-08,Sales,Finance Analyst,46,Hyderabad,Terminated,Full-time,83894.94,jensenrobert@wong.com,928-853-0700,2009-01-22
187,Nicole Swanson,Male,2000-08-19,2001-02-28,Operations,Sales Executive,25,Remote,Resigned,Full-time,32059.0,mistydavis@smith.com,821-794-8520,2008-01-17
188,Leah Hudson Phd,Female,1994-05-23,1999-02-08,Engineering,Sales Executive,33,Chennai,Resigned,Unknown,89530.07,fmorgan@martin.com,440-163-8640,2013-01-20
189,Brenda Lopez,Male,2002-06-29,2012-11-02,Sales,Unknown,42,Bangalore,Resigned,Full-time,128047.0,haleyterry@gmail.com,851-045-7613,2024-01-29
190,Sarah King,Male,1980-02-04,2012-03-02,Operations,Hr Manager,7,Bangalore,Abscond,Intern,75959.29,cbennett@kaiser.com,517-758-6533,2012-01-07
191,David Baldwin,Unknown,1994-05-12,2014-07-24,Engineering,Hr Manager,8,Bangalore,Terminated,Unknown,79782.4,gabrielross@smith.com,708-029-5615,2022-01-26
192,Megan Le,Male,1988-03-08,2019-08-04,Sales,Software Engineer,13,Hyderabad,Abscond,Intern,92911.53,kcross@hotmail.com,182-891-8912,2020-01-15
193,Ashley Harding,Male,1994-03-16,1994-12-26,Engineering,Finance Analyst,39,Remote,Resigned,Contract,99062.91,jacquelinecook@stanton-riggs.com,407-057-4224,2017-01-22
194,Brandy Robertson,Female,1993-01-24,2001-03-20,Engineering,Operations Lead,33,Unknown,Active,Unknown,69455.75,xkemp@hotmail.com,383-883-0830,
195,Lori Williams,Female,1966-09-23,1984-06-07,Sales,Finance Analyst,30,Hyderabad,Abscond,Full-time,89343.0,nicole56@hotmail.com,506-828-4278,1999-01-15
196,Nathan Moore,Female,1970-01-14,2011-08-30,Engineering,Finance Analyst,8,Bangalore,Active,Unknown,99062.91,laura44@chung.com,846-799-0005,
197,Courtney Jackson,Unknown,1995-01-11,2012-05-18,Human Resource,Sales Executive,1,Chennai,Terminated,Contract,92810.2,cfarley@johnson.com,381-658-8598,2022-01-12
198,Lee Murphy,Unknown,1982-06-22,1996-07-02,Operations,Unknown,45,Chennai,Abscond,Contract,80820.75,zroberts@hotmail.com,278-812-4536,2017-01-17
199,Laura Boone,Male,1983-01-06,2013-05-11,Engineering,Unknown,24,Chennai,Abscond,Intern,93008.89,brodgers@yahoo.com,293-553-4450,2022-01-02
200,Olivia Hunter,Male,1965-03-01,1992-12-30,Sales,Unknown,33,Hyderabad,Terminated,Unknown,112521.12,patriciaashley@yahoo.com,647-562-7337,2009-01-01
201,Ryan Warren,Male,1977-08-29,1996-01-23,Finance,Software Engineer,27,Unknown,Active,Contract,72015.4,john78@guzman-patel.com,044-744-3372,
202,Mrs. Kimberly Thomas,Male,1970-11-06,1975-11-21,Operations,Operations Lead,14,Remote,Resigned,Intern,97067.7,mary19@hotmail.com,444-471-0609,1983-01-27
203,Susan Alexander,Male,1969-02-18,1969-08-04,Finance,Finance Analyst,5,Remote,Active,Unknown,114070.0,ycooper@hotmail.com,840-737-4012,
204,Jeff Carter,Male,1984-02-20,1997-09-01,Engineering,Finance Analyst,26,Remote,Terminated,Unknown,37630.0,gregedwards@gmail.com,916-937-6662,2008-01-13
205,Katherine Bailey,Male,1966-01-01,1970-01-01,Sales,Hr Manager,13,Hyderabad,Abscond,Unknown,43146.0,gonzalezmikayla@yahoo.com,300-072-7243,1986-01-10
206,Amanda York,Male,1965-01-03,1984-06-04,Operations,Finance Analyst,41,Unknown,Terminated,Intern,89314.33,Unknown,332-638-7692,1993-01-15
207,Megan Mendoza,Female,1974-03-29,1991-09-30,Operations,Unknown,4,Remote,Abscond,Intern,32436.0,zmcclure@gmail.com,902-843-2591,2007-01-14
208,Alexander Ward,Male,1993-10-06,2023-08-08,Human Resource,Software Engineer,50,Hyderabad,Abscond,Full-time,89692.56,kolsen@gmail.com,535-581-3817,2024-01-05
209,Brandon Mcbride,Unknown,2003-01-19,2005-01-11,Sales,Sales Executive,20,Unknown,Resigned,Unknown,95811.82,katherinehuber@gmail.com,430-099-0950,2009-01-11
210,Rachel Jones,Female,1991-05-10,2017-03-28,Sales,Unknown,25,Hyderabad,Abscond,Full-time,112521.12,william27@gmail.com,504-886-8496,2025-01-10
211,John Anderson,Female,1977-09-11,2007-03-21,Sales,Unknown,43,Hyderabad,Terminated,Contract,112521.12,moorearthur@gmail.com,441-859-4947,2010-01-13
212,Laurie Herrera,Female,1969-10-03,1992-09-06,Sales,Hr Manager,13,Remote,Active,Intern,96422.61,galvarez@owens.biz,031-300-8577,
213,Thomas Carter,Unknown,1985-05-10,2015-11-05,Finance,Operations Lead,27,Remote,Active,Contract,77818.6,darrell54@yahoo.com,081-217-6616,
214,Erika Thomas,Female,1971-04-07,2016-10-23,Engineering,Operations Lead,50,Hyderabad,Terminated,Unknown,69455.75,drice@yahoo.com,378-810-2581,2019-01-09
215,Katherine Waters,Male,1998-02-22,2013-05-22,Human Resource,Unknown,44,Remote,Abscond,Full-time,120492.0,arellanoamber@gmail.com,169-293-1756,2025-01-15
216,Chad Russo,Male,1985-07-21,2001-11-29,Operations,Operations Lead,14,Unknown,Active,Contract,123909.0,james55@yahoo.com,140-763-1881,
217,Jacob Obrien,Unknown,1978-10-11,2008-02-25,Human Resource,Sales Executive,43,Bangalore,Resigned,Unknown,92810.2,Unknown,686-328-3481,2023-01-06
218,Kari Moody,Unknown,1978-05-30,2013-03-05,Sales,Sales Executive,50,Chennai,Active,Contract,95811.82,ralph79@hotmail.com,589-961-0419,
219,Elizabeth Contreras,Male,1971-07-22,2019-06-16,Finance,Software Engineer,32,Chennai,Active,Full-time,53414.0,zgonzalez@gmail.com,594-529-2877,
220,Francisco Walker,Male,2003-03-05,2017-12-02,Human Resource,Unknown,1,Bangalore,Abscond,Contract,96392.0,michellepatel@preston.com,483-546-8258,2018-01-10
221,William Thompson,Unknown,1968-02-21,2017-12-01,Operations,Software Engineer,42,Hyderabad,Terminated,Intern,52675.0,melanieruiz@lucas.com,518-806-4699,2024-01-29
222,Devin Potter,Unknown,1800-01-01,1999-08-24,Finance,Sales Executive,36,Unknown,Active,Full-time,95531.45,reidjames@gmail.com,482-696-3826,
223,Victoria Reyes,Male,1975-12-05,2004-12-24,Engineering,Software Engineer,16,Chennai,Resigned,Intern,97408.24,steven75@fletcher.com,474-105-2479,2020-01-17
224,Trevor White,Male,1977-02-19,1993-12-24,Engineering,Hr Manager,16,Unknown,Resigned,Full-time,79782.4,brenda93@martin.info,375-669-5033,1994-01-06
225,Toni Johnson,Unknown,1994-04-11,2020-05-20,Engineering,Hr Manager,11,Unknown,Active,Full-time,79782.4,goodmanjustin@davis.com,509-391-0027,
226,Kathleen Dixon,Unknown,1991-10-20,2020-08-03,Sales,Hr Manager,26,Chennai,Active,Intern,96422.61,nancyjones@yahoo.com,223-395-5122,
227,Gabrielle Garcia,Male,1987-09-11,2004-11-14,Human Resource,Hr Manager,18,Chennai,Terminated,Unknown,85286.0,patriciadavis@jones.biz,661-385-7009,2006-01-13
228,Jessica Allen,Unknown,1976-05-08,2013-07-06,Sales,Sales Executive,48,Remote,Abscond,Intern,95811.82,Unknown,636-928-4051,2013-01-01
229,Latoya Coleman,Unknown,1983-12-08,2006-05-08,Sales,Unknown,18,Chennai,Terminated,Contract,112521.12,qzhang@white-williams.com,130-037-5621,2011-01-03
230,Kara Thompson,Female,1968-03-22,1995-03-28,Operations,Unknown,16,Remote,Resigned,Full-time,80820.75,harrisamy@hotmail.com,013-511-3175,2008-01-29
231,Jennifer Arnold,Female,1979-10-28,1994-05-22,Engineering,Software Engineer,16,Unknown,Terminated,Intern,97408.24,lindavega@villanueva.com,659-122-0913,2016-01-22
232,Danielle Bean,Female,1982-03-02,2023-11-29,Sales,Software Engineer,6,Hyderabad,Terminated,Intern,92911.53,bryantkristina@hotmail.com,747-149-2911,2024-01-24
233,Jordan Juarez,Unknown,1978-07-14,1993-03-19,Operations,Hr Manager,8,Unknown,Terminated,Full-time,32753.0,Unknown,215-577-7652,2009-01-08
234,Andrew Smith,Female,1975-10-18,1982-07-05,Operations,Sales Executive,25,Chennai,Terminated,Full-time,81318.86,ypayne@banks.com,895-539-1117,1988-01-21
235,Paul Zimmerman,Female,1967-02-02,1981-07-03,Human Resource,Sales Executive,13,Unknown,Terminated,Unknown,109879.0,vincentdavis@yahoo.com,280-674-1470,2012-01-22
236,Tammy Allen,Female,2001-12-31,2024-10-07,Sales,Unknown,9,Unknown,Abscond,Full-time,126060.0,wmccormick@scott-stephens.info,481-229-0768,2024-01-14
237,Natalie Myers,Female,1999-11-04,2018-12-06,Engineering,Unknown,46,Unknown,Terminated,Intern,93008.89,rickybrooks@cole.com,796-732-1175,2021-01-17
238,Steven Williams,Unknown,1979-09-24,2021-10-06,Engineering,Operations Lead,11,Remote,Active,Intern,36682.0,mwilliams@johnson.info,254-646-5459,
239,Kelly Sanchez,Female,1991-04-28,2024-04-22,Operations,Sales Executive,21,Unknown,Abscond,Full-time,81318.86,pacosta@george.info,235-317-9861,2025-01-22
240,Brad Patel,Male,1988-05-09,2023-12-07,Finance,Hr Manager,21,Hyderabad,Abscond,Unknown,120313.0,crystal99@boyd.org,628-317-1213,2024-01-23
241,Tracy Brown,Male,1980-04-22,2007-03-25,Engineering,Finance Analyst,35,Chennai,Resigned,Contract,99062.91,jessica87@yahoo.com,059-353-2991,2016-01-01
242,Kelly Brown,Male,2002-08-01,2012-10-03,Engineering,Hr Manager,6,Remote,Abscond,Contract,79782.4,josephking@wong.biz,660-828-3401,2019-01-07
243,Troy Green,Male,1972-06-28,1989-11-26,Operations,Sales Executive,47,Unknown,Active,Intern,81318.86,montgomeryjames@mosley.com,299-192-1212,
244,Sherry Torres,Unknown,1978-04-16,1985-09-17,Finance,Operations Lead,42,Unknown,Terminated,Full-time,81575.0,richardrichards@yahoo.com,846-991-0258,2005-01-25
245,Linda Schmidt,Unknown,1980-10-22,1988-01-03,Sales,Hr Manager,45,Chennai,Resigned,Unknown,60089.0,desireecox@mccoy.biz,682-454-6212,1988-01-10
246,Jessica Velez,Male,1980-09-21,1997-11-04,Finance,Hr Manager,36,Chennai,Resigned,Intern,92560.75,philippugh@clay-espinoza.com,475-068-9951,2023-01-22
247,Lindsay Diaz,Female,1974-02-16,2015-12-26,Sales,Finance Analyst,1,Bangalore,Active,Intern,83894.94,Unknown,138-140-3177,
248,Greg Russell,Female,1988-10-11,2004-05-01,Sales,Unknown,17,Chennai,Abscond,Unknown,51118.0,lopezchristopher@gmail.com,871-503-6712,2006-01-09
249,Danny Ramsey,Female,1983-10-01,2007-07-02,Sales,Software Engineer,6,Bangalore,Terminated,Full-time,93826.0,tblake@thompson.biz,476-455-8656,2023-01-25
250,Kimberly Munoz,Unknown,1999-08-24,2021-12-16,Engineering,Operations Lead,38,Remote,Abscond,Full-time,69455.75,jvalencia@allen.com,736-061-5142,2022-01-13
251,Patricia Gutierrez,Male,1966-07-03,1983-07-16,Engineering,Finance Analyst,23,Chennai,Active,Contract,99062.91,thart@hotmail.com,412-641-3762,
252,Sandra Morgan,Unknown,1966-08-20,2002-11-28,Engineering,Operations Lead,22,Bangalore,Resigned,Unknown,69455.75,jenniferjohnson@gmail.com,142-175-5525,2025-01-20
253,Billy Williams,Female,1992-06-30,2018-07-01,Engineering,Hr Manager,15,Bangalore,Abscond,Unknown,82500.0,jonesjennifer@hotmail.com,161-432-4693,2018-01-09
254,Sydney Bean,Male,1986-04-25,1989-09-15,Engineering,Sales Executive,13,Remote,Abscond,Unknown,105377.0,karenhiggins@jones.biz,163-577-1429,1993-01-13
255,Jay Diaz,Female,1967-03-30,2007-12-21,Human Resource,Sales Executive,46,Hyderabad,Resigned,Full-time,92810.2,vmeyer@davenport.com,140-449-0235,2010-01-27
256,Ethan Chavez,Unknown,1992-10-18,2002-03-03,Human Resource,Operations Lead,11,Unknown,Resigned,Full-time,92432.0,umiller@wright-mclaughlin.com,898-260-7249,2016-01-14
257,Bernard Tran,Unknown,1978-04-06,1998-03-23,Human Resource,Software Engineer,12,Unknown,Active,Unknown,103473.0,craigsnow@hotmail.com,384-506-4680,
258,Robert Campbell,Unknown,1972-11-01,2010-12-13,Engineering,Finance Analyst,3,Hyderabad,Resigned,Full-time,97007.0,emily92@hotmail.com,376-551-0975,2016-01-26
259,Kristen Kelley,Female,1965-10-19,2011-05-07,Sales,Sales Executive,24,Unknown,Terminated,Full-time,108279.0,christinebenton@hotmail.com,711-107-7014,2019-01-02
260,Jacqueline Brown,Unknown,1970-01-09,1992-01-05,Sales,Hr Manager,26,Unknown,Terminated,Contract,96422.61,ryan92@harris.com,220-411-0496,2009-01-17
261,Theresa Hernandez,Unknown,1988-08-28,1991-02-15,Engineering,Hr Manager,16,Chennai,Active,Intern,79782.4,tholden@gmail.com,473-588-4015,
262,Karen Ray,Male,1965-06-01,2004-04-18,Finance,Operations Lead,4,Unknown,Abscond,Contract,77818.6,anthony65@taylor-smith.com,434-807-9092,2014-01-08
263,Carol Lin,Male,1974-01-26,2022-07-24,Sales,Software Engineer,4,Hyderabad,Terminated,Full-time,114034.0,wagnergeoffrey@gmail.com,018-780-8802,2023-01-12
264,Robert Johnson,Female,1979-09-05,1980-12-18,Operations,Software Engineer,43,Hyderabad,Terminated,Unknown,112930.0,hboyd@gmail.com,581-884-1889,1981-01-24
265,Lisa Grant,Unknown,1999-10-30,2007-09-18,Engineering,Hr Manager,28,Hyderabad,Abscond,Unknown,79782.4,duartemolly@brown.net,304-177-6796,2019-01-08
266,John Patterson,Unknown,1993-08-30,2024-05-28,Engineering,Operations Lead,32,Chennai,Active,Intern,69455.75,lisa28@hotmail.com,934-135-0030,
267,Katie Flores,Male,1970-02-05,2003-10-21,Operations,Finance Analyst,31,Unknown,Abscond,Contract,89314.33,tjackson@smith-quinn.com,130-281-0163,2012-01-29
268,Robert Rodriguez,Female,1966-08-15,2005-06-20,Finance,Sales Executive,33,Remote,Resigned,Unknown,138871.0,haleydenise@gmail.com,593-821-2867,2014-01-06
269,Teresa Bryant,Unknown,1983-09-12,1988-08-12,Finance,Hr Manager,19,Hyderabad,Terminated,Full-time,92560.75,tina52@hotmail.com,122-260-1569,2005-01-27
270,Ruth Chan,Male,1984-04-20,2022-05-26,Sales,Software Engineer,36,Chennai,Abscond,Unknown,92911.53,jordanpatricia@ritter-carter.com,835-056-2470,2022-01-30
271,David Owens,Male,1970-09-24,2007-06-17,Engineering,Sales Executive,49,Hyderabad,Resigned,Intern,89530.07,sarahjones@martin.com,615-229-6108,2020-01-21
272,Samuel Miller,Unknown,1984-12-10,1992-03-05,Sales,Finance Analyst,31,Bangalore,Active,Full-time,83894.94,fgarcia@donaldson-spencer.org,087-507-1289,
273,Joshua Oneill,Male,1966-12-30,1987-11-28,Operations,Hr Manager,43,Hyderabad,Terminated,Intern,75959.29,Unknown,880-075-6660,2018-01-04
274,Daniel Nelson,Male,1977-06-03,1994-08-01,Sales,Unknown,33,Bangalore,Terminated,Unknown,112521.12,weeksdarren@thompson-lopez.com,365-793-2761,2021-01-05
275,Nichole Jordan,Male,1991-07-27,1999-07-08,Operations,Operations Lead,43,Remote,Abscond,Intern,97067.7,ndavis@goodman-nelson.com,457-825-5903,2023-01-21
276,John Morales,Female,2001-12-27,2018-11-20,Engineering,Sales Executive,11,Bangalore,Terminated,Contract,89530.07,wcohen@scott-turner.com,047-451-6388,2022-01-14
277,Michele Graham,Unknown,1986-03-12,2010-02-18,Finance,Unknown,39,Bangalore,Active,Contract,83731.12,huertajack@king.biz,768-107-1597,
278,Michael Garza,Female,1978-07-05,1982-05-27,Sales,Unknown,12,Remote,Terminated,Full-time,139099.0,Unknown,292-623-3596,2023-01-17
279,Evan Webb,Female,1997-11-13,2007-03-11,Operations,Software Engineer,3,Unknown,Abscond,Full-time,128966.0,pattersonmichelle@gmail.com,464-305-0029,2012-01-16
280,Brianna Wiley,Unknown,1974-12-10,2018-11-19,Sales,Finance Analyst,30,Unknown,Active,Contract,128369.0,steveflores@gmail.com,073-357-4764,
281,Christopher Bray,Male,1989-11-19,1995-01-02,Human Resource,Sales Executive,21,Unknown,Active,Full-time,92810.2,tracyjohnson@yahoo.com,060-095-4385,
282,Carrie Hill,Female,1986-05-16,1998-11-10,Engineering,Finance Analyst,40,Chennai,Resigned,Unknown,99062.91,robertdavid@yahoo.com,651-643-9587,2003-01-03
283,Chelsea Wolfe,Unknown,1987-03-01,2008-07-02,Human Resource,Unknown,5,Hyderabad,Abscond,Contract,90928.6,kathleen48@hotmail.com,535-271-4298,2013-01-01
284,Nicole Hines,Unknown,1974-06-02,1986-09-15,Engineering,Unknown,17,Unknown,Resigned,Intern,90866.0,cbriggs@lane.org,299-022-8447,2005-01-24
285,Cathy Alexander,Female,1965-07-14,1976-06-30,Engineering,Operations Lead,32,Bangalore,Active,Intern,69455.75,kelsey53@dixon.org,493-101-1604,
286,Sandra Rodriguez,Unknown,1994-08-20,2022-07-31,Finance,Hr Manager,9,Hyderabad,Active,Full-time,92560.75,daniellebradford@hotmail.com,307-033-6326,
287,Carrie Pace,Male,1990-11-30,2019-03-11,Engineering,Operations Lead,11,Hyderabad,Terminated,Intern,69455.75,sdavies@yahoo.com,966-175-9420,2023-01-26
288,Elijah Bennett,Male,1971-07-19,2010-08-02,Human Resource,Unknown,10,Remote,Terminated,Full-time,90928.6,stephencrawford@hotmail.com,845-322-0017,2018-01-22
289,Kenneth Wood,Unknown,1978-09-10,2003-12-11,Sales,Software Engineer,35,Chennai,Terminated,Full-time,92911.53,brandon23@gmail.com,246-212-7840,2011-01-05
290,Danny Harris,Male,1972-02-07,1992-08-03,Finance,Sales Executive,32,Unknown,Active,Full-time,95531.45,ygonzalez@adams.com,493-930-2301,
291,Roger Key,Male,1979-04-07,2018-01-25,Sales,Unknown,42,Remote,Abscond,Contract,112521.12,mcintoshraymond@yahoo.com,545-710-6607,2024-01-26
292,Gordon Moore,Unknown,1983-01-13,2010-01-19,Engineering,Sales Executive,28,Bangalore,Active,Full-time,89530.07,zcain@gmail.com,690-076-2093,
293,Marie Silva,Unknown,1969-08-01,1973-12-09,Finance,Sales Executive,30,Bangalore,Resigned,Unknown,71373.0,graymark@chen.com,899-019-2298,2002-01-03
294,Alexander Wilson,Male,1988-02-25,1990-06-01,Human Resource,Software Engineer,17,Bangalore,Terminated,Intern,30381.0,michaeldavis@gmail.com,663-703-1047,1991-01-21
295,Rodney Palmer,Unknown,1972-03-15,2012-07-13,Engineering,Unknown,4,Remote,Terminated,Intern,107132.0,gdavis@morrison.com,578-884-2501,2014-01-13
296,Kevin Aguilar,Unknown,1964-04-24,1998-09-13,Engineering,Unknown,24,Unknown,Active,Full-time,93008.89,lauraschmitt@yahoo.com,764-909-2662,
297,Kenneth Ballard,Female,1974-03-03,1989-04-20,Sales,Software Engineer,32,Chennai,Active,Intern,79157.0,paul52@yahoo.com,184-806-4490,
298,Veronica Ramirez,Female,1995-09-10,2022-09-26,Human Resource,Finance Analyst,32,Unknown,Terminated,Contract,93426.0,parkerchristopher@green.com,852-754-6994,2023-01-10
299,Kevin Lopez,Male,1975-04-08,1985-09-27,Operations,Finance Analyst,32,Remote,Active,Intern,89314.33,kbarker@campbell.info,992-105-6193,
300,Karen Cortez,Male,2003-02-22,2005-11-16,Sales,Hr Manager,18,Bangalore,Resigned,Intern,92601.0,Invalid,656-415-5571,2007-01-20
301,Steven Escobar,Male,1998-07-30,2008-02-06,Engineering,Unknown,24,Remote,Resigned,Full-time,47590.0,beasleyleah@lloyd.com,631-826-7921,2022-01-17
302,Lori Parker,Male,1997-02-22,1997-06-18,Sales,Hr Manager,37,Unknown,Abscond,Intern,149685.0,williamsgeorge@mitchell.com,484-522-1479,2009-01-02
303,Kenneth Rasmussen,Female,1964-05-20,2014-03-06,Operations,Operations Lead,45,Remote,Abscond,Full-time,112850.0,Unknown,314-056-0300,2018-01-15
304,Austin Robinson,Female,1992-09-20,2011-07-23,Engineering,Operations Lead,22,Hyderabad,Abscond,Intern,69455.75,scott10@rivera.org,943-211-3674,2020-01-14
305,Joseph Richards,Male,1972-09-28,2013-09-12,Sales,Operations Lead,4,Chennai,Abscond,Unknown,34078.0,bryan50@gmail.com,550-596-2406,2015-01-26
306,Ryan Olson,Female,1966-04-19,2012-01-10,Human Resource,Hr Manager,46,Bangalore,Resigned,Unknown,102057.0,kgarcia@thompson-ramos.com,103-211-4600,2014-01-16
307,Benjamin Dyer,Unknown,1975-07-29,2002-10-18,Engineering,Sales Executive,26,Chennai,Terminated,Unknown,89530.07,peter36@hotmail.com,535-444-5862,2009-01-27
308,Jeffrey Hubbard,Female,1986-08-10,2024-10-22,Sales,Operations Lead,46,Bangalore,Active,Intern,74390.0,johnmyers@simpson-baxter.org,931-911-0600,
309,Tiffany Shannon,Unknown,1973-12-27,2002-03-28,Finance,Software Engineer,25,Bangalore,Abscond,Unknown,72015.4,jimmylee@keith-smith.biz,499-403-8777,2007-01-23
310,Miss Erica Smith,Female,1981-07-07,1998-05-15,Human Resource,Operations Lead,37,Bangalore,Abscond,Intern,41941.0,allen41@hotmail.com,182-539-1881,2009-01-17
311,Katherine Tanner,Male,1984-04-16,2008-02-21,Sales,Sales Executive,23,Bangalore,Abscond,Unknown,58071.0,Unknown,324-117-4005,2020-01-01
312,Roger Bender,Female,1979-05-13,2000-03-01,Finance,Unknown,30,Bangalore,Abscond,Unknown,83731.12,lopezjohn@watkins.com,458-496-6332,2002-01-12
313,Stephanie Lara,Female,1978-07-02,1986-07-13,Human Resource,Sales Executive,7,Hyderabad,Resigned,Unknown,92810.2,higginsteresa@gmail.com,280-566-3963,2017-01-10
314,Michael Thomas,Female,1966-10-19,1972-05-28,Sales,Hr Manager,3,Chennai,Abscond,Intern,96422.61,klewis@yahoo.com,222-043-9687,2009-01-23
315,Juan Anderson,Male,1994-11-20,2016-01-31,Sales,Sales Executive,15,Hyderabad,Resigned,Full-time,95811.82,lisa70@garcia-dawson.net,780-495-1563,2023-01-09
316,Michael Powell,Male,1970-11-03,2012-10-28,Finance,Sales Executive,13,Remote,Terminated,Unknown,95531.45,martinwendy@yahoo.com,954-381-6992,2019-01-07
317,Joshua Smith,Female,1990-04-04,2003-03-11,Sales,Software Engineer,46,Hyderabad,Terminated,Full-time,65009.0,ericperry@moss.net,240-774-2491,2023-01-06
318,Christina Sheppard,Male,1983-02-15,1987-05-31,Finance,Sales Executive,23,Hyderabad,Active,Unknown,137656.0,deborahrichards@harding.info,319-690-3545,
319,Jason Perez,Unknown,1995-08-27,2004-09-26,Engineering,Operations Lead,22,Chennai,Abscond,Contract,69455.75,caleb85@miller-james.com,562-624-2072,2008-01-22
320,Meghan Briggs,Male,1964-04-14,1979-03-15,Engineering,Hr Manager,35,Hyderabad,Terminated,Intern,36539.0,jesuscampbell@hodges-sawyer.com,027-175-3296,1988-01-04
321,Kenneth Williams,Unknown,1977-07-21,1978-08-09,Engineering,Software Engineer,32,Hyderabad,Active,Intern,97408.24,christinagonzalez@gmail.com,501-791-3167,
322,Mark Martin,Female,1971-09-05,1991-04-20,Finance,Hr Manager,44,Bangalore,Active,Contract,92560.75,mrichard@stone.com,670-554-8420,
323,Terry Wagner,Unknown,1995-08-10,2010-03-16,Human Resource,Sales Executive,10,Remote,Abscond,Unknown,92810.2,nathanbell@taylor.net,185-127-3680,2017-01-20
324,Andrea Hall,Male,1975-11-27,1991-11-27,Engineering,Software Engineer,50,Unknown,Abscond,Intern,68132.0,hahnrobert@harris.com,596-306-2681,1994-01-29
325,Thomas Graham,Unknown,2002-01-12,2021-03-02,Sales,Sales Executive,27,Remote,Active,Unknown,95811.82,tylerfreeman@hotmail.com,091-499-9637,
326,David Hernandez,Male,1975-01-11,1989-03-10,Sales,Operations Lead,42,Chennai,Abscond,Unknown,81690.26,vbass@hotmail.com,651-361-4661,1994-01-24
